method,source
/smallsql/database/ExpressionArithmetic/getNumeric(),"[""MutableNumeric getNumeric() throws java.lang.Exception {"",""        if(isNull()) return null;"",""        int dataType = getDataType();\t\t"",""        switch(dataType){"",""            case SQLTokenizer.BIT:"",""            case SQLTokenizer.BOOLEAN:"",""\t\t\t\treturn new MutableNumeric(getBoolean() ? 1 : 0);"",""            case SQLTokenizer.TINYINT:"",""            case SQLTokenizer.SMALLINT:"",""            case SQLTokenizer.INT:"",""\t\t\t\treturn new MutableNumeric(getIntImpl());"",""            case SQLTokenizer.BIGINT:"",""                return new MutableNumeric(getLongImpl());"",""\t\t\tcase SQLTokenizer.REAL:"",""                return new MutableNumeric(getFloatImpl());"",""\t\t\tcase SQLTokenizer.FLOAT:"",""\t\t\tcase SQLTokenizer.DOUBLE:"",""                return new MutableNumeric( getDoubleImpl() );"",""            case SQLTokenizer.NUMERIC:"",""            case SQLTokenizer.DECIMAL:"",""                return getNumericImpl();"",""            case SQLTokenizer.MONEY:"",""            case SQLTokenizer.SMALLMONEY:"",""\t\t\t\treturn new MutableNumeric(getMoneyImpl(),4);"",""        }"",""\t\tthrow createUnspportedConversion( SQLTokenizer.DOUBLE);"",""    }""]"
/smallsql/database/SSResultSet/getRow(),"[""public int getRow() throws SQLException {"",""\t\ttry{"",""\t\t\treturn getCmd().getRow();"",""\t\t}catch(Exception e){"",""\t\t\tthrow SmallSQLException.createFromException(e);"",""\t\t}"",""\t}""]"
/smallsql/database/ExpressionFunctionTruncate/getDouble(),"[""final double getDouble() throws Exception{"",""\t\tif(isNull()) return 0;"",""\t\tfinal int places = param2.getInt();"",""\t\tdouble value = param1.getDouble();"",""\t\tlong factor = 1;"",""\t\tif(places \> 0){"",""\t\t\tfor(int i=0; i\<places; i++){"",""\t\t\t\tfactor *= 10;"",""\t\t\t}"",""\t\t\tvalue *= factor;"",""\t\t}else{"",""\t\t\tfor(int i=0; i\>places; i--){"",""\t\t\t\tfactor *= 10;"",""\t\t\t}"",""\t\t\tvalue /= factor;"",""\t\t}"",""        value -= value % 1; //modulo also work with values larger long"",""\t\tif(places \> 0){"",""\t\t\tvalue /= factor;"",""\t\t}else{"",""\t\t\tvalue *= factor;"",""\t\t}"",""\t\treturn value;"",""    }""]"
/smallsql/database/ExpressionFunctionCase/getBytes(),"[""final byte[] getBytes() throws Exception{"",""\t\treturn getResult().getBytes();"",""\t}""]"
"/smallsql/database/SSResultSet/updateClob(java.lang.String,java.sql.Clob)","[""public void updateClob(String columnName, Clob x) throws SQLException {"",""        updateClob( findColumn( columnName ), x );"",""    }""]"
"/smallsql/database/SSResultSet/updateBlob(java.lang.String,java.sql.Blob)","[""public void updateBlob(String columnName, Blob x) throws SQLException {"",""        updateBlob( findColumn( columnName ), x );"",""    }""]"
/smallsql/database/ExpressionArithmetic/getKeywordFromOperation(int),"[""/**"",""     * This method only for creating an error message. Thats there is no optimizing."",""     * @param value"",""     * @return"",""     */"",""    private static String getKeywordFromOperation(int operation){"",""    \tint token = 0;"",""    \tfor(int i=1; i\<1000; i++){"",""    \t\tif(getOperationFromToken(i) == operation){"",""\t\t\t\ttoken = i;"",""\t\t\t\tbreak;"",""    \t\t}"",""    \t}"",""    \tif(operation == NEGATIVE)  token = SQLTokenizer.MINUS;"",""    \tif(operation == ISNOTNULL) token =  SQLTokenizer.IS;"",""    \tString keyword = SQLTokenizer.getKeyWord(token);"",""    \tif(keyword == null) keyword = \""\"" + (char)token;"",""    \treturn keyword;"",""    }""]"
/smallsql/database/Strings/size(),"[""final int size(){"",""\t\treturn size;"",""\t}""]"
/smallsql/database/SQLParser/nextToken(),"[""private SQLToken nextToken(){"",""        if(tokenIdx \>= tokens.size()){"",""            tokenIdx++; // must be ever increment that the method previousToken() is working"",""            return null;"",""        }"",""        return (SQLToken)tokens.get( tokenIdx++ );"",""    }""]"
/smallsql/database/SSStatement/getResultSetConcurrency(),"[""final public int getResultSetConcurrency() throws SQLException{"",""        checkStatement();"",""        return rsConcurrency;"",""    }""]"
/smallsql/junit/TestScrollable/testPreviousWithWhereAssert(java.sql.ResultSet),"[""private void testPreviousWithWhereAssert(ResultSet rs) throws Exception{"",""        assertTrue( rs.isBeforeFirst() );"",""        assertTrue( rs.isAfterLast() );"",""        rs.afterLast();"",""        assertTrue( rs.isAfterLast() );"",""        assertFalse(\""There should be no rows:\"", rs.previous());"",""        try{"",""            rs.getString(\""v\"");"",""            fail(\""SQLException \'No current row\' should be throw\"");"",""        }catch(SQLException ex){"",""            assertSQLException(\""01000\"", 0, ex);"",""        }"",""    }""]"
"/smallsql/database/SSPreparedStatement/setUnicodeStream(int,java.io.InputStream,int)","[""public void setUnicodeStream(int parameterIndex, InputStream x, int length) throws SQLException {"",""        checkStatement();"",""        /**@todo: Implement this java.sql.PreparedStatement method*/"",""        throw new java.lang.UnsupportedOperationException(\""Method setUnicodeStream() not yet implemented.\"");"",""    }""]"
/smallsql/database/ExpressionName/getTable(),"[""/**"",""\t * Get the table of this column"",""\t * @return"",""\t */"",""\tfinal TableView getTable(){"",""\t\treturn table;"",""\t}""]"
/smallsql/database/DataSource/getAlias(),"[""String getAlias(){return null;}""]"
"/smallsql/database/ExpressionArithmetic/setParamAt(smallsql.database.Expression,int)","[""final void setParamAt( Expression param, int idx){"",""\t\tswitch(idx){"",""\t\t\tcase 0:"",""\t\t\t\tleft = param;"",""\t\t\t\tbreak;"",""\t\t\tcase 1:"",""                if(right != null){"",""                    right = param;"",""                }"",""\t\t\t\tbreak;"",""\t\t\tcase 2:"",""                if(right != null){"",""                    right2 = param;"",""                }"",""\t\t\t\tbreak;"",""\t\t}"",""\t\tif(inList != null && idx\>0 && idx\<=inList.length){"",""\t\t\tinList[idx-1] = param;"",""\t\t}"",""\t\tsuper.setParamAt( param, idx );"",""\t}""]"
/smallsql/database/SSStatement/clearWarnings(),"[""final public void clearWarnings(){"",""        // TODO support for warnings"",""    }""]"
/smallsql/database/MemoryResult/next(),"[""final boolean next(){"",""\t\trowIdx++;"",""\t\treturn move();"",""\t}""]"
/smallsql/database/ExpressionValue/getDataType(),"[""final int getDataType(){"",""        return dataType;"",""    }""]"
/smallsql/database/ViewResult/previous(),"[""boolean previous() throws Exception{"",""\t\treturn commandSelect.previous();"",""\t}""]"
/smallsql/database/Expression/getDisplaySize(),"[""int getDisplaySize(){"",""\t\treturn SSResultSetMetaData.getDisplaySize(getDataType(), getPrecision(), getScale());"",""\t}""]"
/smallsql/junit/TestGroupBy/testTest(),"[""public void testTest() throws Exception{"",""\t\tinit();"",""\t\tConnection con = AllTests.getConnection();"",""\t\tStatement st = con.createStatement();"",""\t\tResultSet rs;"",""\t\t/*"",""\t\trs = st.executeQuery(\""Select name FROM \"" + table1 + \"" Group By name\"");"",""\t\twhile(rs.next()){"",""\t\t\tSystem.out.println( rs.getObject(1) ); "",""\t\t}*/"",""\t\t"",""\t\trs = st.executeQuery(\""Select count(id) FROM \"" + table1 + \"" Group By name\"");"",""\t\twhile(rs.next()){"",""\t\t\trs.getObject(1);"",""\t\t}"","""",""\t\trs = st.executeQuery(\""Select count(*) FROM \"" + table1 + \"" Group By name\"");"",""\t\twhile(rs.next()){"",""\t\t\trs.getObject(1);"",""\t\t}"","""",""\t\trs = st.executeQuery(\""Select count(*) FROM \"" + table1);"",""\t\tassertTrue(rs.next());"",""\t\tassertEquals( 4, rs.getInt(1));"","""",""\t\trs = st.executeQuery(\""Select count(id) FROM \"" + table1);"",""\t\tassertTrue(rs.next());"",""\t\tassertEquals( 3, rs.getInt(1));"","""",""\t\trs = st.executeQuery(\""Select count(*)+1 FROM \"" + table1);"",""\t\tassertTrue(rs.next());"",""\t\tassertEquals( 5, rs.getInt(1));"",""\t}""]"
/smallsql/junit/TestIdentifer/TestIdentifer(java.lang.String),"[""public TestIdentifer(String arg0) {"",""\t\tsuper(arg0);"",""\t}""]"
/smallsql/database/language/Language/setSqlStates(),"[""/**"",""\t * Add entries to sql states map.\<br\>"",""\t * If duplicates entries are found the adding entries, an exception is"",""\t * thrown."",""\t * "",""\t * @param entries"",""\t *            adding language entries."",""\t * @throws IllegalArgumentException"",""\t *             if duplicate entry is found."",""\t */"",""\tprivate final void setSqlStates() {"",""\t\tSet inserted = new HashSet(); // for duplicates checking"",""\t\t"",""\t\tfor (int i = 0; i \< SQL_STATES.length; i++) {"",""\t\t\tString key = SQL_STATES[i][0];"",""\t\t\t"",""\t\t\tif (! inserted.add(key)) {"",""\t\t\t\tthrow new IllegalArgumentException(\""Duplicate key: \"" + key);"",""\t\t\t}"",""\t\t\telse {"",""\t\t\t\tString value = SQL_STATES[i][1];"",""\t\t\t\tsqlStates.put(key, value);"",""\t\t\t}"",""\t\t}"",""\t}""]"
/smallsql/database/LongTreeList/add(long),"[""/**"",""\t * Add a value to this list."",""\t * @param value"",""\t * @throws SQLException"",""\t */"",""\tfinal void add(long value) throws SQLException{"",""\t\toffset = 0;"",""\t\tif(size == 0){"",""\t\t\twriteShort( (int)(value \>\> 48) );"",""\t\t\twritePointer ( offset+pointerSize+2 );"",""\t\t\twriteShort( 0 );"",""\t\t\twriteShort( (int)(value \>\> 32) );"",""\t\t\twritePointer ( offset+pointerSize+2 );"",""\t\t\twriteShort( 0 );"",""\t\t\twriteShort( (int)(value \>\> 16) );"",""\t\t\twritePointer ( offset+pointerSize+2 );"",""\t\t\twriteShort( 0 );"",""\t\t\twriteShort( (int)(value) );"",""\t\t\twriteShort( 0 );"",""\t\t\tsize = offset;"",""\t\t\treturn;"",""\t\t}"",""\t\tint shift = 48;"",""\t\tboolean firstNode = (size \> 2); // if this the first node in this tree level (0 can be the first node and are the end of the level)"",""\t\twhile(shift\>=0){"",""\t\t\tint octet = (int)(value \>\> shift) & 0xFFFF;"",""\t\t\twhile(true){"",""\t\t\t\tint nextEntry = getUnsignedShort();"",""\t\t\t\tif(nextEntry == octet){"",""\t\t\t\t\tif(shift == 0) return; //value exist already, this case should not occur"",""\t\t\t\t\toffset = getPointer();"",""\t\t\t\t\tfirstNode = true;"",""\t\t\t\t\tbreak;"",""\t\t\t\t}"",""\t\t\t\tif((nextEntry == 0 && !firstNode) || nextEntry \> octet){"",""\t\t\t\t\toffset -= 2;"",""\t\t\t\t\twhile(true){"",""\t\t\t\t\t\tif(shift != 0){"",""\t\t\t\t\t\t\toffset = insertNode(octet);\t\t\t\t\t\t"",""\t\t\t\t\t\t}else{"",""\t\t\t\t\t\t\tinsertNodeLastLevel(octet);\t"",""\t\t\t\t\t\t\treturn;"",""\t\t\t\t\t\t}"",""\t\t\t\t\t\tshift -= 16;"",""\t\t\t\t\t\toctet = (int)(value \>\> shift) & 0xFFFF;"",""\t\t\t\t\t}"",""\t\t\t\t}"",""\t\t\t\tfirstNode = false;"",""\t\t\t\tif(shift != 0) offset += pointerSize;"",""\t\t\t}"",""\t\t\tshift -= 16;"",""\t\t}"",""\t}""]"
/smallsql/junit/TestGroupBy/testMaxTimestamp(),"[""public void testMaxTimestamp() throws Exception{"",""\t\tinit();"",""\t\tassertEqualsRsValue( java.sql.Timestamp.valueOf(\""2345-01-23 12:34:56.123\""), \""Select max({ts \'2345-01-23 12:34:56.123\'}) FROM \"" + table1);"",""\t}""]"
/smallsql/database/TableStorePage/commit(),"[""/**"",""     * Returns the final position of the page back."",""     */"",""    long commit() throws SQLException{"",""\t\tif(nextLock != null){"",""\t\t\t// save only the last version of this page"",""\t\t\tfileOffset = nextLock.commit();"",""\t\t\tnextLock = null;"",""\t\t\trollback();"",""\t\t\treturn fileOffset;"",""\t\t}"",""    \tif(lockType == TableView.LOCK_READ)"",""    \t\treturn fileOffset;"",""    \treturn super.commit();"",""    }""]"
/smallsql/database/StoreNoCurrentRow/isNull(int),"[""boolean isNull(int offset) throws SQLException {"",""\t\tthrow noCurrentRow();"",""\t}""]"
/smallsql/database/StoreImpl/writeLongBinary(byte[]),"[""void writeLongBinary( byte[] daten ) throws Exception{"",""        StoreImpl store = table.getLobStore( ((TableStorePage)storePage).con, daten.length + 4, SQLTokenizer.LONGVARBINARY);"",""        store.writeInt( daten.length );"",""        store.writeBytes( daten );"",""        writeLong( store.writeFinsh(null) );"",""    }""]"
/smallsql/database/TableStorePage/freeLock(),"[""final void freeLock(){"",""    \ttable.freeLock(this);"",""    }""]"
/smallsql/database/ExpressionArithmetic/getNumericImpl(),"[""private MutableNumeric getNumericImpl() throws java.lang.Exception {"",""        switch(operation){"",""            case ADD: "",""            \t{"",""\t\t\t\t\tMutableNumeric num = left.getNumeric();"",""            \t\tnum.add( right.getNumeric() );"",""            \t\treturn num;"",""            \t}"",""            case SUB:"",""\t\t\t\t{"",""\t\t\t\t\tMutableNumeric num = left.getNumeric();"",""\t\t\t\t\tnum.sub( right.getNumeric() );"",""\t\t\t\t\treturn num;"",""\t\t\t\t}"",""            case MUL: "",""            \tif(getDataType(right.getDataType(), SQLTokenizer.INT) == SQLTokenizer.INT){"",""            \t\tMutableNumeric num = left.getNumeric();"",""            \t\tnum.mul(right.getInt());"",""            \t\treturn num;"",""            \t}else"",""            \tif(getDataType(left.getDataType(), SQLTokenizer.INT) == SQLTokenizer.INT){"",""\t\t\t\t\tMutableNumeric num = right.getNumeric();"",""\t\t\t\t\tnum.mul(left.getInt());"",""\t\t\t\t\treturn num;"",""            \t}else{"",""\t\t\t\t\tMutableNumeric num = left.getNumeric();"",""\t\t\t\t\tnum.mul( right.getNumeric() );"",""\t\t\t\t\treturn num;"",""            \t}"",""            case DIV:"",""            \t{"",""\t\t\t\t\tMutableNumeric num = left.getNumeric();"",""            \t\tif(getDataType(right.getDataType(), SQLTokenizer.INT) == SQLTokenizer.INT)"",""            \t\t\tnum.div( right.getInt() );"",""            \t\telse"",""            \t\t\tnum.div( right.getNumeric() ); "",""            \t\treturn num;"",""            \t}"",""            case NEGATIVE:"",""            \t{"",""\t\t\t\t\tMutableNumeric num = left.getNumeric();"",""\t\t\t\t\tnum.setSignum(-num.getSignum());"",""\t\t\t\t\treturn num;"",""            \t}"",""            case MOD:"",""\t\t\t\t{"",""\t\t\t\t\tif(getDataType(getDataType(), SQLTokenizer.INT) == SQLTokenizer.INT)"",""\t\t\t\t\t\treturn new MutableNumeric(getInt());"",""\t\t\t\t\tMutableNumeric num = left.getNumeric();"",""\t\t\t\t\tnum.mod( right.getNumeric() );"",""\t\t\t\t\treturn num;"",""\t\t\t\t}"",""            default:    throw createUnspportedConversion( SQLTokenizer.NUMERIC );"",""        }"",""    }""]"
/smallsql/database/ExpressionFunctionTimestampDiff/getMoney(),"[""long getMoney() throws Exception {"",""\t\treturn getInt() * 10000L;"",""\t}""]"
/smallsql/database/ExpressionFunctionACos/getDouble(),"[""final double getDouble() throws Exception{"",""\t\tif(isNull()) return 0;"",""        return Math.acos( param1.getDouble() );"",""    }""]"
"/smallsql/database/CommandTable/addColumn(smallsql.database.Columns,smallsql.database.Column)","[""private void addColumn(Columns cols, Column column) throws SQLException{"",""        if(cols.get(column.getName()) != null){"",""            throw SmallSQLException.create(Language.COL_DUPLICATE, column.getName());"",""        }"",""        cols.add(column);"",""    }""]"
